Title,Content,Date,Score,Username,Location,Contribution,Travel with,Review of
Great way to experience Hanoi Old Quarter,"Our guide “B” was fantastic and took us to an eclectic mix of street food spots. Since we booked last minute, we ended up getting a private tour and it was well paced. Ensure you are on an empty stomach because there’s a lot of great food to taste. B took the effort to explain every dish we had and was a great conversationalist. Highly recommended tour.","May 6, 2019",5.0,NeeLo,Bangalore,44,,Hanoi Street Food Tour with local delicacies
Amazing food and guide!,The best way to experience Hanoi is definitely eating your way through it’s incredible street food and that was what our guide Kelly gave us! She exposed us to such a variety of cuisine while providing us with an insight to Vietnamese culture and society. It has been a highlight of my six months travelling Asia!,"May 6, 2019",5.0,Ash,,4,Couples,Hanoi Street Food Tour with local delicacies
"Excellent food, excellent guide","We went to Vietnam as a family, as a 14 year old I greatly enjoyed this tour. Our wonderful guide, Sunflower, introduced to us delicious street food that we would not normally try. We tasted a variety of dishes and we walked around Hanoi. Our guide was very knowledgeable, it was like having a friend walk around with you giving you information and showing you the everyday food of the locals.","May 5, 2019",5.0,daisybllck,,1,Family,Hanoi Street Food Tour with local delicacies
Delicious food and great service,"I had B introducing me for the Vietnamese cuisine and I loved it. The food was really good and a little bit different from what I have found myself in Vietnam and the guide, Mr. B, was really friendly and good in english","May 5, 2019",5.0,Knut,,4,Solo,Hanoi Street Food Tour with local delicacies
Great guide & great food,"I invited my father to Vietnam for his 60th birthday and we went on this tour together. It was an amazing evening with exclusively amazing dishes, I got to know new tastes even though I'd been to Vietnam and Hanoi twice before. This was by far the best street food tour I've had and believe me, it wasn't my first. Jenny was super helpful, had answers to all our questions and even gave me some recommendations for HCMC, where I went a few days later. Highly recommended for anyone who enjoys Vietnamese cuisine!
              

              PS: food was so good that I forgot to take pictures before starting to eat, sorry for that :D","May 5, 2019",5.0,Laura Z,"Stuttgart, Germany",51,,Hanoi Street Food Tour with local delicacies
There’s a First for Everything and Everyone,"This tour, with our guide B, was amazing! We were able to not only get a street food tasting/walking tour of the Old Quater but also learn a lot about local culture, history, etiquette, and vocabulary of Vietnam. Our guide was warm, inviting, and just fun to be around — it was like a good friend taking you out to all the best local hangouts. They personalized your options by first asking what kinds of food you do and don’t like; and other times you got a choice of which food you specifically wanted to try based on the cuisines available at the locations! Then to top of the one of a kind a experience, our guide sent us the list of all the foods we ate and the addresses for where to find them again for the rest of our stay! (Which is really helpful when there are an overwhelming amount of options to choose from) I couldn’t recommend this tour enough, and am so glad it was recommended to us!","May 4, 2019",5.0,jmfarrand,,5,Friends,Hanoi Street Food Tour with local delicacies
More than Spring Rolls,"Well, this turned out to be a real treat in 2 senses of the word.
              
              The first was and excellent selection of food which was both tasty and often not something that I would normally choose.
              
              Secondly our guide, Sunflower was very special. She was knowledgable about the","May 3, 2019",5.0,Andrew C,"Manchester, UK",4,Family,Hanoi Street Food Tour with local delicacies
Amazing Street Food & an Awesome Guide,"As a solo traveler I wanted to eat some street food in Hanoi but felt a bit out of my depth, so opted to join this food tour lead by the amazing ‘B’.
              
              B was very accommodating as I joined the tour very last minute. His command of the English language is excellent - he’s studying English translation at uni so he is a prime choice as a tour guide.
              
              We sampled at least 7 dishes as we wandered through the Old Quarter. The food was delicious and we got a great insight into the people of Hanoi.
              
              By the end I could barely walk because I’d eaten so much & then we finished with an ‘egg’ coffee - sounds strange but is actually lovely.
              
              Thanks so much :)","May 2, 2019",5.0,Suzi-Lew,,1,Solo,Hanoi Street Food Tour with local delicacies
Street Food - Tasting with Kelly,Kelly was wonderful! Easy to understand. Fun and interactive. Generally just amazing! I was stuffed at the end of it - good value for money!,"May 1, 2019",5.0,Zachary B,,34,Couples,Hanoi Street Food Tour with local delicacies
Great tour,"Kelly, a local guide, was really friendly and everything she recommended was so yammy.
              
              We shared the plate with four persons, so we could enjoy as many as 10 dishes. We could share the good memories,too.
              
              You should join the tour and experience the real local food.","April 30, 2019",5.0,S..,,2,Solo,Hanoi Street Food Tour with local delicacies
Even better than last time!,"We joined a street food walking tour in the evening after having been impressed by the food tour on motorbike earlier in the day. I had done the same walking tour some months back (that time with Ha), but wanted to bring along my partner this time. And - complements to Ha for bringing on board such talented guides in the course of his business expansion!
              

              Our guide Jenny was a true gem! She had heard that we had done the motorbike tour earlier in the day, and she made sure we got to taste different dishes this evening. VERY thoughtful! In perfect English, she not only explained the delicious dishes; she also pointed out things worth seeing along the way, as well sharing interesting stories about local culture and customs - including personal anecdotes that made it THAT much more engaging.
              

              If you join this tour - don't miss the coconut ice-cream sticky rice for desert! We went back the next day for another...","April 29, 2019",5.0,NicoleOslo,"Oslo, Norway",27,Couples,Hanoi Street Food Tour with local delicacies
